,Character,Dialog
467,Tony Stark,"Actually, I don't know who to trust right now. Till further notice, why don't we just keep everything on my private server?"
468,JARVIS,"Working on a secret project, are we, sir?"
469,Tony Stark,"I don't want this winding up in the wrong hands. Maybe in mine, it can actually do some good."
470,Tony Stark,"Next. Up. Not in the boot, Dummy. Right here. You got me? Stay put. Nice. You're of no benefit at all. Move down to the toe. I got this. Okay, I'm sorry, am I in your way? Up. Screw it. Don't even move. You are a tragedy."
471,Tony Stark,"Okay, let's do this right. Start mark, half a meter, and back and center. Dummy, look alive. You're on standby for fire safety. You, roll it. Okay. Activate hand controls. We're gonna start off nice and easy. We're gonna see if 10% thrust capacity achieves lift. And three, two, one."
472,Tony Stark,"Up two. All right, set that."
473,Pepper Potts,I've been buzzing you. Did you hear the intercom?
474,Tony Stark,"Yeah, everything's... What?"
475,Pepper Potts,Obadiah's upstairs.
476,Tony Stark,Great!
477,Pepper Potts,What would you like me to tell him?
478,Tony Stark,Great. I'll be right up.
479,Pepper Potts,Okay. I thought you said you were done making weapons.
480,Tony Stark,"It is. This is a flight stabilizer. It's completely harmless.  How'd it go? It went that bad, huh?"
481,Obadiah Stane,Just because I brought pizza back from New York doesn't mean it went bad.
482,Tony Stark,"Sure doesn't. Oh, boy."
483,Obadiah Stane,It would have gone better if you were there.
484,Tony Stark,"Uh-huh. You told me to lay low. That's what I've been doing. I lay low, and you take care of all..."
485,Obadiah Stane,"Hey, come on. In public. The press.  This was a board of directors meeting."
486,Tony Stark,This was a board of directors meeting?
487,Obadiah Stane,The board is claiming you have post-traumatic stress. They're filing an injunction.
488,Tony Stark,A what?
489,Obadiah Stane,They want to lock you out.
490,Tony Stark,"Why, 'cause the stocks dipped 40 points? We knew that was gonna happen."
491,Pepper Potts,Fifty-six and a half.
492,Tony Stark,It doesn't matter. We own the controlling interest in the company.
493,Obadiah Stane,"Tony, the board has rights, too. They're making the case that you and your new direction isn't in the company's best interest."
494,Tony Stark,"I'm being responsible! That's a new direction for me, for the company. I mean, me on the company's behalf being responsible for the way that... This is great."
495,Obadiah Stane,"Oh, come on. Tony. Tony."
496,Tony Stark,I'll be in the shop.
497,Obadiah Stane,"Hey, hey! Hey, Tony. Listen. I'm trying to turn this thing around, but you gotta give me something. Something to pitch them. Let me have the engineers analyze that. You know, draw up some specs."
498,Tony Stark,"No. No, absolutely not."
499,Obadiah Stane,It'll give me a bone to throw the boys in New York!
500,Tony Stark,"This one stays with me. That's it, Obie. Forget it."
501,Obadiah Stane,"All right, well, this stays with me, then.  Go on, here, you can have a piece. Take two."
502,Tony Stark,Thank you.
503,Obadiah Stane,You mind if I come down there and see what you're doing?
504,Tony Stark,"Good night, Obie."
505,Tony Stark,"No! Uh-uh! Uh-uh! Yeah, I can fly."
506,Tony Stark,"JARVIS, are you there?"
507,JARVIS,"At your service, sir."
508,Tony Stark,Engage heads-up display.
509,JARVIS,Check.
510,Tony Stark,Import all preferences from home interface.
511,JARVIS,"Will do, sir."
512,Tony Stark,"All right, what do you say?"
513,JARVIS,"I have indeed been uploaded, sir. We're online and ready."
514,Tony Stark,Can we start the virtual walk-around?
515,JARVIS,Importing preferences and calibrating virtual environment.
516,Tony Stark,Do a check on control surfaces
517,JARVIS,As you wish.  Test complete. Preparing to power down and begin diagnostics.
518,Tony Stark,"Uh, yeah. Tell you what. Do a weather and ATC check. Start listening in on ground control."
519,JARVIS,"Sir, there are still terabytes of calculations needed before an actual flight is..."
520,Tony Stark,"JARVIS! Sometimes you got to run before you can walk. Ready? In three, two, one.  Handles like a dream. All right, let's see what this thing can do. What's SR-71's record?"
521,JARVIS,"The altitude record for fixed wing flight is 85,000 feet, sir."
522,Tony Stark,Records are made to be broken! Come on!
523,JARVIS,"Sir, there is a potentially fatal buildup of ice occurring."
524,Tony Stark,"Keep going! Higher!  We iced up, JARVIS! Deploy flaps! JARVIS! Come on, we got to break the ice!"
525,Tony Stark,Kill power.
526,JARVIS,"A very astute observation, sir."
527,TV Reporter,"Tonight's red-hot red carpet is right here at the Disney Concert Hall, where Tony Stark's third annual benefitfor the Firefighter's Family Fund has become the place to be for L.A.'s high society."
528,Tony Stark,"JARVIS, we get an invite for that?"
529,JARVIS,"I have no record of an invitation, sir."
530,TV Reporter,"... hasn't been seen in public since his bizarre and highly controversial press conference. Some claim he's suffering from post traumatic stress and has been bedridden for weeks. Whatever the case may be, no one expects an appearance from him tonight."
531,JARVIS,The render is complete.
532,Tony Stark,"A little ostentatious, don't you think?"
533,JARVIS,What was I thinking? You're usually so discreet.
534,Tony Stark,Tell you what. Throw a little hot-rod red in there.
535,JARVIS,"Yes, that should help you keep a low profile. The render is complete."
536,Tony Stark,"Hey, I like it. Fabricate it. Paint it."
537,JARVIS,Commencing automated assembly. Estimated completion time is five hours.
538,Tony Stark,"Don't wait up for me, honey."
539,Random Woman,"Hey, Tony, remember me?"
540,Tony Stark,"Sure don't. You look great, Hef."
541,Obadiah Stane,We're going to have a great quarter.
542,Tony Stark,What's the world coming to when a guy's got to crash his own party?
543,Obadiah Stane,"Look at you. Hey, what a surprise."
544,Tony Stark,I'll see you inside.
545,Obadiah Stane,"Hey. Listen, take it slow, all right? I think I got the board right where we want them"
546,Tony Stark,You got it. Just cabin fever. I'll just be a minute. Give me a Scotch. I'm starving.
547,Agent Coulson,Mr. Stark?
548,Tony Stark,Yeah?
549,Agent Coulson,Agent Coulson.
550,Tony Stark,"Oh, yeah, yeah, yeah. The guy from the.."
551,Agent Coulson,"Strategic Homeland Intervention, Enforcement and Logistics Division."
552,Tony Stark,"God, you need a new name for that."
553,Agent Coulson,"Yeah, I hear that a lot. Listen, I know this must be a trying time for you, but we need to debrief you. There's still a lot of unanswered questions, and time can be a factor with these things."
554,Tony Stark,Let's just put something on the books.
555,Agent Coulson,How about the 24th at 7:00 p.m. at Stark Industries?
556,Tony Stark,"Tell you what. You got it. You're absolutely right. Well, I'm going to go to my assistant, and we'll make a date. You look fantastic! I didn't recognize you."
557,Pepper Potts,What are you doing here?
558,Tony Stark,Just avoiding government agents.
559,Pepper Potts,Are you by yourself?
560,Tony Stark,Yes. Where'd you get that dress?
561,Pepper Potts,"Oh, it was a birthday present."
562,Tony Stark,That's great.
563,Pepper Potts,"From you, actually."
564,Tony Stark,"Well, I got great taste."
565,Pepper Potts,Yes.
566,Tony Stark,You want to dance?
567,Pepper Potts,"Oh, no."
568,Tony Stark,"All right, come on."
569,Pepper Potts,Thank you. No.
570,Tony Stark,Am I making you uncomfortable?
571,Pepper Potts,No. No. I always forget to wear deodorant and dance with my boss in front of everyone that I work with in a dress with no back.
572,Tony Stark,You look great and you smell great.
573,Pepper Potts,"Oh, God."
574,Tony Stark,But I could fire you if that would take the edge off.
575,Pepper Potts,I actually don't think that you could tie your shoes without me.
576,Tony Stark,I'd make it a week. Sure.
577,Pepper Potts,Really? What's your Social Security number?
578,Tony Stark,Five.
579,Pepper Potts,Five?
580,Tony Stark,Right.
581,Pepper Potts,Right. You're missing just a couple of digits there.
582,Tony Stark,"The other eight? So, I got you for the other eight. How about a little air?"
583,Pepper Potts,"Yes, I need some air. That was totally weird."
584,Tony Stark,Totally harmless.
585,Pepper Potts,"It was totally not harmless, by the way."
586,Tony Stark,We're dancing. No one's even watching.
587,Pepper Potts,"No, it was not just a dance. You don't understand because you're you. And everybody knows exactly who you are and how you are with girls and all of that, which is completely fine. But, you know, then me, you're my boss, and I'm dancing with you."
588,Tony Stark,I don't think it was taken that way.
589,Pepper Potts,Because it makes me look like the one who's trying to...
590,Tony Stark,I just think you're overstating it.
591,Pepper Potts,"You know, and we're here, and then I'm wearing this ridiculous dress, and then we were dancing like that and... I would like a drink, please."
592,Tony Stark,"Got it, okay."
593,Pepper Potts,"I would like a vodka martini, please."
594,Tony Stark,Okay.
595,Pepper Potts,"Very dry with olives, a lot of olives. Like, at least three olives."
596,Tony Stark,"Two vodka martinis, extra dry, extra olives, extra fast. Make one of them dirty, will you?"
597,Christine Everhart,Wow. Tony Stark.
598,Tony Stark,"Oh, hey."
599,Christine Everhart,Fancy seeing you here.
600,Tony Stark,Carrie.
601,Christine Everhart,Christine.
602,Tony Stark,Carrie.
603,Christine Everhart,Christine.
604,Tony Stark,That's right.
605,Christine Everhart,You have a lot of nerve showing up here tonight. Can I at least get a reaction from you?
606,Tony Stark,Panic. I would say panic is my reaction.
607,Christine Everhart,'Cause I was referring to your company's involvement in this latest atrocity
608,Tony Stark,Yeah. They just put my name on the invitation. I don't know what to tell you.
609,Christine Everhart,"I actually almost bought it, hook, line and sinker."
610,Tony Stark,"I was out of town for a couple months, in case you didn't hear."
611,Christine Everhart,Is this what you call accountability? It's a town called Gulmira. Heard of it?
612,Tony Stark,When were these taken?
613,Christine Everhart,Yesterday.
614,Tony Stark,I didn't approve any shipment.
615,Christine Everhart,"Well, your company did."
616,Tony Stark,"Well, I'm not my company."
617,Obadiah Stane,"Please, do you mind?"
618,Tony Stark,Have you seen these pictures? What's going on in Gulmira?
619,Obadiah Stane,"Tony, Tony. You can't afford to be this naive."
620,Tony Stark,"You know what? I was naive before, when they said, ""Here's the line. We don't cross it. This is how we do business."" If we're double-dealing under the table... Are we?"
621,Reporter,"Tony, your picture, please!"
622,Obadiah Stane,Let's take a picture. Come on. Picture time! Tony. Who do you think locked you out? I was the one who filed the injunction against you. It was the only way I could protect you.
623,Obadiah Stane,No. No.
624,TV Reporter,"The 15-mile hike to the outskirts of Gulmira can only be described as a descent into hell, into a modern-day Heart of Darkness. Simple farmers and herders from peaceful villages have been driven from their homes, displaced from their lands by warlords emboldened by a new-found power. Villagers have been forced to take shelter in whatever crude dwellings they can find in the ruins of other villages, or here in the remnants of an old Soviet smelting plant. Recent violence has been attributed to a group of foreign fighters referred to by locals as the Ten Rings. As you can see, these men are heavily armed and on a mission. A mission that could prove fatal to anyone who stands in their way. With no political will or international pressure, there's very little hope for these refugees. Around me, a woman begging for news on her husband, who was kidnapped by insurgents, either forced to join their militia. Desperate refugees clutch yellowed photographs, holding them up to anyone who will stop. A child's simple question, ""Where are my mother and father?"" There's very little hope for these refugees, refugees who can only wonder who, if anyone, will help."
625,Tony Stark,He's all yours.
626,Captain,What the hell was that? Were we cleared to go in there?
627,CAOC Analyst #1,"No sir, they were using human shields. We never got the green light"
628,Major Allen,Put me through to State. They're going to be all over this.
