,Character,Dialog
475,Clint Barton,"Ooh, incoming."
476,Barton's Daughter,Dad!
477,Clint Barton,"I see her!  Hey, buddy! How you guys doing? Ooh..."
478,Tony Stark,These are...smaller agents.
479,Clint Barton,"Look at your face! Oh, my goodness!"
480,Lila Barton,Did you bring Auntie Nat?
481,Natasha Romanoff,Why don't you hug her and find out?
482,Steve Rogers,Sorry for barging in on you.
483,Tony Stark,"Yeah, we would have called ahead, but we were busy having no idea that you existed."
484,Clint Barton,"Yeah, well Fury helped me set this up when I joined. He kept it off SHIELD's files, I'd like to keep it that way. I figure it's a good place to lay low."
485,Laura Barton,"Honey. Ah, I missed you."
486,Natasha Romanoff,"How's little Natasha, huh?"
487,Laura Barton,She's…Nathaniel.
488,Natasha Romanoff,Traitor.
489,Steve Rogers,Thor.
490,Thor,"I saw something in that dream. I need answers, I won't find them here."
491,Peggy Carter,We can go home.
492,Clint Barton,"See, you worried for nothing. Can't even feel the difference, can you?"
493,Laura Barton,"If they're sleeping here, some of them are gonna have to double up."
494,Clint Barton,"Yeah, that's not gonna sell."
495,Laura Barton,What about Nat and Dr. Banner? How long has that been going on?
496,Clint Barton,Has what?
497,Laura Barton,You are so cute.
498,Clint Barton,Nat and...and Banner?
499,Laura Barton,"I'll explain when you're older, Hawkeye."
500,Clint Barton,Oh. Okay.
501,Laura Barton,"It's bad, right? Nat seems really shaken."
502,Clint Barton,"Ultron has these allies, these uh, kids, they're punks really. They carry a big damn stick and Nat took a serious hit. Someone's gonna have to teach 'em some manners."
503,Laura Barton,"And that someone be you. You know I totally support your Avenging, I couldn't be prouder. But I see those guys, those ""Gods""..."
504,Clint Barton,You don't think they need me.
505,Laura Barton,I think they do. Which is a lot scarier. They're a mess.
506,Clint Barton,Yeah. I guess they're my mess.
507,Laura Barton,"You need to be sure that this team is really a team and that they have your back. Things are changing for us. In a few months time, you and me are gonna be outnumbered. I need...just be sure."
508,Clint Barton,"Yes, ma'am."
509,Laura Barton,I can feel the difference.
510,Ultron,"Scream, and your entire staff dies. I could've killed you, Helen, the night we met. I didn't."
511,Dr. Helen Cho,Do you expect a thank you note?
512,Ultron,I expect you to know why.
513,Dr. Helen Cho,"The Cradle.  ""This is the next thing, Tony."""
514,Ultron,This...is the next me.
515,Dr. Helen Cho,"The regeneration cradle prints tissue, it can't build a living body."
516,Ultron,"It can, you can. You lack the materials. You're a brilliant woman, Helen. But we all have room to improve."
517,Bruce Banner,I didn't realize you were waiting.
518,Natasha Romanoff,"I would've joined you, but uh, it didn't seem like the right time."
519,Bruce Banner,They used up all the hot water.
520,Natasha Romanoff,I should've joined you.
521,Bruce Banner,Missed our window.
522,Natasha Romanoff,Did we?
523,Bruce Banner,"The world just saw the Hulk. The real Hulk, for the first time. You know I have to leave."
524,Natasha Romanoff,"But you assume that I have to stay? I had this, um, dream. The kind that seems normal at the time, but when you wake..."
525,Bruce Banner,What did you dream?
526,Natasha Romanoff,That I was an Avenger. That I was anything more than the assassin they made me.
527,Bruce Banner,I think you're being hard on yourself.
528,Natasha Romanoff,Here I was hoping that was your job.
529,Bruce Banner,What are you doing?
530,Natasha Romanoff,"I'm running with it, with you. If running's the plan, as far as you want."
531,Bruce Banner,Are you out of your mind?
532,Natasha Romanoff,I want you to understand that I'm...
533,Bruce Banner,"Natasha, where can I go? Where in the world am I not a threat?"
534,Natasha Romanoff,You're not a threat to me.
535,Bruce Banner,"You sure? Even if I didn't just...there's no future with me. I can't ever...I can't have this, kids, do the math, I physically can't."
536,Natasha Romanoff,"Neither can I. In the Red Room, where I was trained, where I was raised, um, they have a graduation ceremony. They sterilize you. It's efficient. One less thing to worry about. The one thing that might matter more than a mission. It makes everything easier. Even killing.  You still think you're the only monster on the team?"
537,Bruce Banner,"What, so we disappear?"
538,Tony Stark,Thor didn't say where he was going for answers?
539,Steve Rogers,Sometimes my teammates don't tell me things. I was kind of hoping Thor would be the exception.
540,Tony Stark,"Yeah, give him time. We don't know what the Maximoff kid showed him."
541,Steve Rogers,"""Earth's Mightiest Heroes."" Pulled us apart like cotton candy."
542,Tony Stark,Seems like you walked away all right.
543,Steve Rogers,Is that a problem?
544,Tony Stark,I don't trust a guy without a dark side. Call me old fashioned.
545,Steve Rogers,Well let's just say you haven't seen it yet.
546,Tony Stark,"You know Ultron is trying to tear us apart, right?"
547,Steve Rogers,Well I guess you'd know. Whether you tell us is a bit of a question.
548,Tony Stark,Banner and I were doing research.
549,Steve Rogers,That would affect the team.
550,Tony Stark,"That would end the team. Isn't that the mission? Isn't that the ""why"" we fight, so we can end the fight, so we get to go home?"
551,Steve Rogers,"Every time someone tries to win a war before it starts, innocent people die. Every time."
552,Laura Barton,"I'm sorry. Mr. Stark, uh, Clint said you wouldn't mind, but, our tractor, it doesn't seem to want to start at all. I thought maybe you might..."
553,Tony Stark,"Yeah, I'll give her a kick."
554,Nick Fury,Do me a favor. Try not to bring it to life.
555,Tony Stark,"Ah, Mrs. Barton, you little minx. I get it, Maria Hill called you, right? Was she ever not working for you?"
556,Nick Fury,Artificial intelligence. You never even hesitated.
557,Tony Stark,"Look, it's been a really long day, like, Eugene O'Neill long, so how's about we skip to the part where you're useful?"
558,Nick Fury,Look me in the eye and tell me you're going to shut him down.
559,Tony Stark,You're not the director of me.
560,Nick Fury,"I'm not the director of anybody. I'm just an old man, who cares very much about you."
561,Tony Stark,"And I'm the man who killed the Avengers. I saw it. I didn't tell the team, how could I? I saw them all dead, Nick. I felt it. The whole world, too. It's because of me. I wasn't ready. I didn't do all I could."
562,Nick Fury,"The Maximoff girl, she's working you, Stark. Playing on your fear."
563,Tony Stark,"I wasn't tricked, I was shown. It wasn't a nightmare, it was my legacy. The end of the path I started us on."
564,Nick Fury,"You've come up with some pretty impressive inventions, Tony. War isn't one of them."
565,Tony Stark,"I watched my friends die. You'd think that'd be as bad as it gets, right? Nope. Wasn't the worst part."
566,Nick Fury,The worst part is that you didn't.
567,Erik Selvig,"I like the look. If you're going for inconspicuous, though, near miss."
568,Thor,I need your help.
569,Erik Selvig,It's nice to be needed.
570,Thor,It's dangerous.
571,Erik Selvig,I'd be disappointed if it wasn't.
572,Nick Fury,"Ultron took you folks out of play to buy himself time. My contacts all say he's building something. The amount of Vibranium he made off with, I don't think it's just one thing."
573,Steve Rogers,What about Ultron himself?
574,Nick Fury,"Ah. He's easy to track, he's everywhere. Guy's multiplying faster than a Catholic rabbit. Still doesn't help us get an angle on any of his plans though."
575,Tony Stark,He still going after launch codes?
576,Nick Fury,"Yes, he is, but he's not making any headway."
577,Tony Stark,I cracked the Pentagon's firewall in high school on a dare.
578,Nick Fury,"Yeah, well, I contacted our friends at the NEXUS about that."
579,Steve Rogers,NEXUS?
580,Bruce Banner,"It's the world internet hub in Oslo, every byte of data flows through there, fastest access on earth."
581,Clint Barton,So what'd they say?
582,Nick Fury,"He's fixated on the missiles, but the codes are constantly being changed."
583,Tony Stark,By whom?
584,Nick Fury,Parties unknown.
585,Natasha Romanoff,Do we have an ally?
586,Nick Fury,"Ultron's got an enemy, that's not the same thing. Still, I'd pay folding money to know who it is."
587,Tony Stark,"I might need to visit Oslo, find our ""unknown."""
588,Natasha Romanoff,"Well, this is good times, boss, but I was kind of hoping when I saw you, you'd have more than that."
589,Nick Fury,"I do, I have you. Back in the day, I had eyes everywhere, ears everywhere else. Here we all are, back on earth, with nothing but our wit, and our will to save the world. So stand. Outwit the platinum bastard."
590,Natasha Romanoff,Steve doesn't like that kind of talk.
591,Steve Rogers,"You know what, Romanoff?"
592,Nick Fury,So what does he want?
593,Steve Rogers,To become better. Better than us. He keeps building bodies.
594,Tony Stark,"Person bodies. The human form is inefficient, biologically speaking, we're outmoded. But he keeps coming back to it."
595,Natasha Romanoff,"When you two programmed him to protect the human race, you amazingly failed."
596,Bruce Banner,"They don't need to be protected, they need to evolve. Ultron's going to evolve."
597,Nick Fury,How?
598,Bruce Banner,Has anyone been in contact with Helen Cho?
599,Dr. Helen Cho,"It's beautiful. The Vibranium atoms aren't just compatible with the tissue cells, they're binding them. And SHIELD never even thought..."
600,Ultron,"The most versatile substance on the planet and they used it to make a Frisbee. Typical of humans, they scratch the surface and never think to look within."
601,Steve Rogers,I'll take Natasha and Clint.
602,Tony Stark,"Alright, strictly recon. I'll hit the NEXUS, I'll join you as soon as I can."
603,Steve Rogers,If Ultron is really building a body...
604,Tony Stark,He'll be more powerful than any of us. Maybe all of us. An android designed by a robot.
605,Steve Rogers,You know I really miss the days when the weirdest thing science ever created was me.
606,Nick Fury,I'll drop Banner off at the tower. Do you mind if I borrow Ms. Hill?
607,Tony Stark,"She's all yours, apparently. What are you gonna do?"
608,Nick Fury,"I don't know. Something dramatic, I hope."
609,Clint Barton,I'm gonna finish re-flooring that sunroom as soon as I get back.
610,Laura Barton,"Yeah, and then you'll find another part of the house to tear apart."
611,Clint Barton,No. It's the last project. I promise.
612,Erik Selvig,This is it. The Water of Sight.
613,Thor,"In every realm, there's a reflection. If the water spirits accept me, I can return to my dream, and find what I missed."
614,Erik Selvig,"The men who enter that water, the legends don't end well."
615,Tony Stark,"A hacker who's faster than Ultron? He could be anywhere. And as this is the center of everything, I'm just a guy looking for a needle in the world's biggest haystack."
616,World Hub Tech,How do you find it?
617,Tony Stark,Pretty simple. You bring a magnet.
618,Heimdall,Wake up!
619,Erik Selvig,Thor!
620,Ultron,
621,Dr. Helen Cho,"Cellular cohesion will take a few hours, but we can initiate the consciousness stream. We're uploading your cerebral matrix...now."
622,Wanda Maximoff,I can read him. He is dreaming.
623,Dr. Helen Cho,"I wouldn't call it dreams. It's Ultron's base consciousness, informational noise. Soon..."
624,Ultron,How soon? I'm not being pushy.
625,Dr. Helen Cho,We're imprinting a physical brain. There are no shortcuts. Even if your magic gem is...
626,Wanda Maximoff,How could you?
627,Ultron,How could I what?
628,Wanda Maximoff,"You said we would destroy the Avengers, make a better world."
629,Ultron,It will be better.
630,Wanda Maximoff,When everyone is dead.
631,Ultron,That is not...! The human race will have every opportunity to improve.
632,Pietro Maximoff,And if they don't?
633,Ultron,Ask Noah.
634,Wanda Maximoff,You're a madman.
635,Ultron,"There were more than a dozen extinction level events before even the dinosaurs got theirs. When the Earth starts to settle, God throws a stone at it, and believe me, he's winding up. We have to evolve. There's no room for the weak."
636,Pietro Maximoff,And who decides who's weak?
637,Ultron,Life. Life always decides. There's incoming. The Quinjet. We have to move.
638,Dr. Helen Cho,That's not a problem.
